user_id,converted,sent_invite,program,active_days
1360,1,0,1,3
1361,0,0,0,1
1362,1,0,0,2
1363,1,0,1,4
1364,0,0,0,1
1365,1,0,0,2
1366,1,1,1,2
1367,0,0,1,3
1368,0,1,1,7
1369,0,0,1,3
1370,0,0,0,2
1371,0,0,1,4
1372,0,0,1,4
1373,0,0,0,2
1374,0,0,0,2
1375,1,0,1,3
1376,1,0,0,3
1377,0,0,1,3
1378,0,0,1,3
1379,0,0,0,2
1380,0,0,1,4
1381,0,0,0,2
1382,1,0,0,5
1383,1,0,0,3
1384,0,0,0,2
1385,0,0,0,1
1386,0,0,1,3
1387,0,0,0,1
1388,0,0,0,2
1389,0,0,0,1
1390,0,0,1,4
1391,1,0,0,2
1392,0,0,0,2
1393,1,0,0,1
1394,0,0,0,2
1395,1,0,0,3
1396,0,0,0,2
1397,0,0,1,4
1398,0,1,0,1
1399,1,0,0,7
1400,1,0,0,1
1401,1,0,1,4
1402,0,0,0,1
1403,0,1,1,5
1404,1,0,0,2
1405,1,1,1,2
1406,1,0,0,3
1407,1,1,1,2
1408,1,0,1,4
1409,0,0,0,7
1410,0,0,0,3
1411,1,0,0,2
1412,0,0,0,6
1413,0,0,0,2
1414,0,0,0,1
1415,0,1,1,4
1416,0,0,0,2
1417,0,1,1,5
1418,0,0,0,2
1419,0,0,1,2
1420,1,0,0,3
1421,1,0,0,2
1422,0,0,0,2
1423,1,0,1,3
1424,0,0,1,3
1425,0,0,0,1
1426,0,1,1,1
1427,1,0,0,2
1428,1,0,0,2
1429,0,0,0,1
1430,0,0,1,4
1431,1,0,0,5
1432,0,0,0,2
1433,0,0,0,6
1434,1,0,0,2
1435,1,0,0,3
1436,0,0,0,2
1437,0,0,0,5
1438,1,0,0,2
1439,0,0,0,1
1440,1,1,1,5
1441,0,0,0,1
1442,0,0,0,1
1443,0,0,0,1
1444,0,0,0,1
1445,1,0,0,2
1446,0,0,0,2
1447,1,0,1,4
1448,0,0,1,4
1449,0,0,1,3
1450,1,0,0,1
1451,0,0,1,1
1452,1,1,1,3
1453,0,0,1,2
1454,0,0,0,7
1455,0,0,0,2
1456,0,0,0,1
1457,1,0,0,2
1458,0,0,0,1
1459,0,0,0,3
1460,0,0,0,1
1461,1,0,1,4
1462,0,0,0,2
1463,1,0,0,4
1464,1,0,0,3
1465,0,0,0,2
1466,1,0,0,3
1467,1,0,0,2
1468,0,0,0,3
1469,1,0,0,2
1470,0,0,0,2
1471,0,0,0,2
1472,0,0,1,2
1473,0,0,0,2
1474,1,0,0,1
1475,0,0,1,3
1476,0,1,1,1
1477,1,0,0,1
1478,0,0,0,2
1479,0,0,0,1
1480,0,0,0,2
1481,0,1,1,3
1482,0,0,0,1
1483,0,0,0,1
1484,0,0,0,1
1485,0,1,1,1
1486,1,0,0,2
1487,0,0,0,2
1488,0,0,0,2
1489,0,0,1,1
1490,1,1,1,2
1491,0,1,1,2
1492,1,0,0,2
1493,1,0,1,4
1494,0,0,0,1
1495,0,0,0,7
1496,0,0,0,1
1497,1,0,0,3
1498,0,0,0,2
1499,0,0,0,1
1500,1,0,0,5
1501,0,0,0,2
1502,0,0,0,2
1503,0,0,0,1
1504,0,0,0,2
1505,1,0,1,3
1506,0,0,1,6
1507,1,1,1,3
1508,1,0,0,2
1509,0,0,1,3
1510,1,0,0,2
1511,0,0,0,3
1512,1,1,1,3
1513,0,0,1,2
1514,1,0,0,2
1515,0,0,0,5
1516,0,0,0,2
1517,1,1,0,1
1518,0,0,0,2
1519,0,0,1,3
1520,1,0,0,2
1521,0,0,1,4
1522,0,0,0,2
1523,0,0,0,2
1524,1,0,1,4
1525,0,0,1,4
1526,0,0,0,1
1527,1,1,1,1
1528,0,0,1,4
1529,0,0,0,2
1530,0,1,1,6
1531,0,1,1,5
1532,0,1,1,1
1533,0,0,0,2
1534,0,0,0,1
1535,0,0,0,2
1536,0,0,0,1
1537,1,0,1,4
1538,1,0,0,2
1539,0,0,0,5
1540,0,0,0,1
1541,1,0,0,2
1542,1,1,1,4
1543,0,1,1,1
1544,0,0,0,1
1545,1,0,0,6
1546,0,0,0,2
1547,0,0,1,3
1548,0,0,0,1
1549,1,0,0,1
1550,0,0,0,2
1551,0,0,1,3
1552,0,0,1,4
1553,1,0,0,6
1554,0,0,0,2
1555,0,0,1,3
1556,1,0,0,2
1557,1,1,1,3
1558,0,1,1,4
1559,0,1,1,4
1560,1,0,0,3
1561,0,0,0,2
1562,0,0,0,1
1563,1,1,1,1
1564,1,0,0,7
1565,0,0,0,1
1566,0,0,0,3
1567,0,0,0,6
1568,0,1,1,1
1569,0,0,1,5
1570,0,0,1,6
1571,1,1,1,3
1572,0,0,0,1
1573,0,0,0,2
1574,0,0,0,1
1575,0,1,1,2
1576,0,0,0,1
1577,0,0,0,6
1578,1,0,0,6
1579,0,0,1,5
1580,1,1,1,5
1581,0,0,1,3
1582,0,0,0,2
1583,0,0,0,1
1584,1,0,0,3
1585,0,0,0,6
1586,0,1,1,4
1587,1,0,0,2
1588,0,0,0,2
1589,1,0,1,3
1590,0,0,0,2
1591,1,0,0,1
1592,1,0,0,2
1593,0,0,0,5
1594,1,0,0,3
1595,0,1,1,5
1596,0,0,0,1
1597,0,0,0,2
1598,0,0,0,3
1599,1,0,0,1
1600,1,0,0,1
1601,0,0,0,2
1602,1,0,0,2
1603,1,0,0,1
1604,0,1,1,2
1605,0,0,0,1
1606,1,1,1,4
1607,0,0,0,2
1608,0,0,1,3
1609,0,0,0,3
1610,1,0,0,1
1611,1,0,0,1
1612,0,0,0,1
1613,0,0,0,2
1614,0,0,0,1
1615,0,1,1,3
1616,0,0,0,1
1617,0,0,0,2
1618,1,0,0,1
1619,1,0,0,2
1620,0,0,1,2
1621,1,0,0,5
1622,1,0,0,2
1623,1,0,1,3
1624,0,1,1,1
1625,0,0,0,1
1626,0,0,1,3
1627,1,0,0,1
1628,1,0,0,5
1629,0,0,0,1
1630,0,0,1,2
1631,1,0,0,2
1632,1,0,0,2
1633,0,1,0,1
1634,1,0,0,2
1635,1,0,1,4
1636,0,0,1,2
1637,1,0,0,2
1638,1,0,0,1
1639,0,0,0,6
1640,1,0,0,2
1641,1,0,0,3
1642,1,0,0,4
1643,1,1,1,1
1644,1,0,0,6
1645,0,0,0,2
1646,0,0,1,3
1647,1,0,1,4
1648,1,1,0,1
1649,1,0,0,3
1650,1,0,0,5
1651,0,0,0,1
1652,0,0,0,2
1653,1,0,0,2
1654,1,0,0,3
1655,0,0,0,1
1656,0,0,0,2
1657,0,0,0,2
1658,0,1,1,2
1659,0,0,0,2
1660,0,0,0,2
1661,1,0,0,1
1662,0,0,0,2
1663,1,0,0,3
1664,0,0,0,2
1665,1,1,1,5
1666,0,0,1,2
1667,0,0,0,2
1668,0,0,0,2
1669,0,0,0,2
1670,0,0,0,1
1671,0,0,0,1
1672,0,1,1,1
1673,0,1,1,1
1674,0,0,0,3
1675,1,0,0,1
1676,0,0,0,1
1677,0,0,0,1
1678,0,0,1,1
1679,1,1,1,4
1680,1,0,0,7
1681,0,0,0,2
1682,1,0,1,4
1683,0,0,0,1
1684,0,0,1,4
1685,1,0,1,3
1686,0,0,0,2
1687,1,0,0,2
1688,1,1,0,2
1689,1,0,1,3
1690,0,0,0,2
1691,0,0,0,1
1692,0,0,0,1
1693,0,0,0,1
1694,1,0,0,5
1695,0,0,0,1
1696,0,0,0,2
1697,0,0,0,1
1698,1,0,0,6
1699,0,0,0,2
1700,0,0,1,4
1701,0,1,1,2
1702,1,1,1,3
1703,0,1,1,4
1704,0,0,0,2
1705,1,0,0,2
1706,0,0,0,1
1707,1,0,0,1
1708,0,0,1,3
1709,0,0,1,3
1710,1,0,0,2
1711,1,0,0,1
1712,0,0,0,1
1713,0,0,0,2
1714,0,1,1,1
1715,1,0,0,2
1716,1,0,0,1
1717,0,0,0,2
1718,1,1,0,6
1719,0,0,0,2
1720,1,0,0,2
1721,1,0,0,1
1722,0,0,0,2
1723,0,0,0,2
1724,1,0,0,3
1725,1,0,0,5
1726,0,0,0,1
1727,1,0,0,6
1728,0,0,0,2
1729,0,0,1,2
1730,0,0,1,4
1731,0,0,0,2
1732,0,1,1,1
1733,1,0,1,4
1734,1,0,0,2
1735,0,0,1,1
1736,0,0,0,6
1737,0,0,0,2
1738,0,0,0,5
1739,0,0,0,1
1740,1,0,1,4
1741,0,0,0,2
1742,0,0,0,1
1743,1,0,0,3
1744,0,0,0,5
1745,0,0,0,1
1746,0,0,1,3
1747,0,0,0,1
1748,0,0,0,1
1749,0,0,0,2
1750,1,0,0,6
1751,1,0,0,2
1752,0,0,0,1
1753,0,0,0,1
1754,1,0,0,1
1755,0,0,1,4
1756,0,0,0,2
1757,0,0,0,6
1758,1,0,0,2
1759,0,0,0,2
1760,0,1,1,2
1761,0,0,1,3
1762,1,0,0,2
1763,0,0,1,4
1764,0,0,1,3
1765,1,0,0,3
1766,0,0,1,4
1767,1,0,0,3
1768,0,0,1,2
1769,1,0,0,1
1770,0,0,0,2
1771,0,0,1,4
1772,0,0,1,3
1773,0,0,0,1
1774,0,0,0,1
1775,0,0,0,7
1776,0,0,0,1
1777,0,0,1,3
1778,0,0,0,1
1779,0,0,0,5
1780,0,0,0,2
1781,0,1,1,1
1782,0,0,0,3
1783,0,0,1,2
1784,0,0,0,2
1785,0,0,0,1
1786,0,1,1,1
1787,0,0,0,7
1788,0,0,0,2
1789,0,0,1,3
1790,0,0,0,2
1791,1,0,0,5
1792,1,0,1,4
1793,1,0,0,2
1794,0,0,0,2
1795,1,0,0,2
1796,0,0,0,3
1797,1,1,1,2
1798,1,0,0,1
1799,0,0,0,1
1800,0,0,0,2
1801,0,1,1,1
1802,0,0,0,1
1803,0,0,0,2
1804,1,1,1,1
1805,1,0,0,1
1806,0,0,0,1
1807,0,0,0,1
1808,0,0,0,2
1809,0,0,1,3
1810,1,0,0,1
1811,0,1,1,2
1812,0,0,0,1
1813,0,0,0,2
1814,1,0,0,2
1815,0,0,1,3
1816,1,0,0,2
1817,0,0,1,2
1818,1,0,0,3
1819,0,0,1,2
1820,0,0,0,5
1821,0,0,0,1
1822,0,0,1,2
1823,1,0,0,6
1824,1,1,0,1
1825,0,0,1,4
1826,1,1,1,3
1827,0,0,0,1
1828,0,0,0,3
1829,0,1,1,2
1830,1,0,0,4
1831,1,0,0,1
1832,1,0,1,4
1833,0,1,1,4
1834,1,1,1,2
1835,0,0,1,4
1836,0,0,0,2
1837,0,0,1,6
1838,0,0,0,5
1839,0,0,0,1
1840,1,0,0,3
1841,1,0,0,1
1842,0,0,0,2
1843,0,0,0,7
1844,0,1,1,1
1845,1,0,0,3
1846,0,0,0,1
1847,0,1,1,1
1848,1,1,1,3
1849,1,0,0,1
1850,1,0,0,3
1851,0,0,1,4
1852,0,0,0,1
1853,0,0,1,4
1854,1,0,0,1
1855,0,0,0,2
1856,0,0,1,5
1857,1,0,0,2
1858,1,1,1,1
1859,0,0,0,6
1860,1,0,0,3
1861,0,0,0,2
1862,1,0,0,1
1863,0,0,1,3
1864,1,1,1,3
1865,0,0,0,2
1866,1,0,0,3
1867,0,0,0,2
1868,1,0,0,1
1869,0,1,1,1
1870,1,0,0,3
1871,1,0,0,2
1872,1,0,0,6
1873,1,0,0,3
1874,1,1,1,1
1875,0,0,0,1
1876,1,1,0,1
1877,0,0,1,2
1878,0,0,0,5
1879,0,0,0,2
1880,0,0,1,3
1881,0,0,1,4
1882,0,0,0,1
1883,0,1,1,4
1884,1,0,0,2
1885,0,0,1,4
1886,0,0,0,7
1887,0,0,0,2
1888,0,1,1,1
1889,0,0,0,2
1890,1,0,0,6
1891,0,0,0,2
1892,1,0,0,2
1893,0,0,0,2
1894,1,0,1,4
1895,0,0,0,1
1896,1,0,0,2
1897,0,0,0,1
1898,0,0,1,3
1899,1,0,0,2
1900,0,0,0,2
1901,0,1,1,1
1902,1,0,0,1
1903,0,1,1,2
1904,1,0,0,2
1905,0,1,1,2
1906,0,1,1,2
1907,1,0,0,3
1908,1,0,0,2
1909,0,0,0,7
1910,0,0,0,2
1911,0,0,1,3
1912,1,0,0,3
1913,0,0,0,2
1914,0,0,1,2
1915,1,0,0,2
1916,0,0,1,4
1917,0,0,0,1
1918,0,0,0,3
1919,1,0,1,4
1920,0,0,0,2
1921,0,0,1,3
1922,0,0,0,1
1923,1,0,0,3
1924,1,0,0,4
1925,1,1,0,2
1926,0,0,0,1
1927,1,0,0,1
1928,0,0,0,1
1929,1,0,0,6
1930,0,0,1,2
1931,0,0,0,2
1932,0,0,1,2
1933,0,0,0,2
1934,0,0,0,2
1935,1,0,0,2
1936,0,1,1,5
1937,0,0,0,1
1938,0,0,0,2
1939,0,0,0,1
1940,1,0,0,3
1941,0,0,1,2
1942,0,0,1,4
1943,0,0,0,1
1944,1,0,0,2
1945,0,0,0,1
1946,0,0,0,2
1947,0,0,0,1
1948,0,0,0,1
1949,0,0,1,4
1950,0,0,0,2
1951,0,0,1,3
1952,0,1,1,1
1953,0,1,1,1
1954,0,0,0,1
1955,1,0,0,1
1956,1,0,0,2
1957,0,0,1,3
1958,0,0,1,2
1959,1,0,0,3
1960,0,0,0,1
1961,0,0,0,2
1962,0,0,0,2
1963,0,0,1,4
1964,0,0,0,1
1965,0,1,1,1
1966,1,0,0,5
1967,0,0,0,1
1968,0,0,0,1
1969,0,1,1,3
1970,0,0,0,2
1971,0,0,0,2
1972,0,0,0,2
1973,1,0,1,4
1974,0,0,0,1
1975,0,0,1,4
1976,0,0,0,2
1977,0,0,1,3
1978,0,0,0,1
1979,1,0,0,1
1980,0,1,1,2
1981,0,0,0,2
1982,0,0,0,2
1983,1,0,0,4
1984,1,0,0,3
1985,0,0,1,5
1986,0,1,1,1
1987,0,0,0,1
1988,1,0,0,3
1989,1,0,0,2
1990,0,0,0,2
1991,0,0,0,1
1992,1,0,0,6
1993,1,0,0,4
1994,0,0,1,5
1995,0,0,0,1
1996,0,0,0,2
1997,0,0,0,1
1998,0,0,0,2
1999,1,0,0,1
2000,0,0,0,2
2001,0,0,0,1
2002,0,1,1,2
2003,1,0,0,4
2004,0,0,1,4
2005,0,0,0,3
2006,0,0,0,2
2007,1,0,0,3
2008,0,0,0,2
2009,1,0,0,2
2010,0,0,1,2
2011,0,1,1,1
2012,1,1,1,1
2013,0,0,0,2
2014,0,0,0,1
2015,1,0,0,3
2016,1,0,0,2
2017,0,0,0,2
2018,0,0,0,2
2019,0,1,1,2
2020,0,0,1,4
2021,0,0,0,2
2022,1,0,0,1
2023,0,1,1,3
2024,0,0,0,2
2025,0,0,0,1
2026,0,0,1,5
2027,0,0,0,2
2028,1,0,0,3
2029,1,0,0,2
2030,0,0,0,1
2031,1,0,0,1
2032,1,1,1,2
2033,0,0,0,2
2034,1,0,0,2
2035,0,0,0,2
2036,0,0,0,1
2037,1,0,1,3
2038,1,0,0,2
2039,0,0,0,2
2040,1,0,1,4
2041,1,0,0,2
2042,0,0,0,1
2043,0,0,0,1
2044,1,0,1,3
2045,0,0,0,1
2046,1,0,0,1
2047,1,0,1,4
2048,0,1,1,1
2049,0,0,0,1
2050,1,0,0,6
2051,0,0,1,4
2052,0,0,0,2
2053,0,0,0,2
2054,0,1,1,2
2055,1,0,0,3
2056,0,0,0,1
2057,0,0,0,1
2058,0,0,0,1
2059,0,0,0,1
2060,1,0,0,6
2061,1,0,0,2
2062,0,0,0,2
2063,0,0,0,1
2064,0,0,0,1
2065,0,0,0,1
2066,0,1,1,2
2067,1,0,0,1
2068,1,0,0,2
2069,1,0,1,4
2070,1,0,0,3
2071,0,0,1,2
2072,1,1,1,1
2073,0,0,0,2
2074,0,1,1,4
2075,1,0,0,1
2076,0,0,0,2
2077,1,0,0,2
2078,0,0,0,1
2079,0,0,0,2
2080,1,0,0,2
2081,1,0,0,1
2082,0,1,1,4
2083,1,0,0,2
2084,1,0,0,1
2085,1,1,1,4
2086,0,0,0,2
2087,1,0,0,2
2088,0,0,0,2
2089,0,1,1,1
2090,0,0,0,2
2091,1,0,1,3
2092,0,0,0,2
2093,1,0,0,1
2094,0,0,0,2
2095,1,1,1,3
2096,1,1,0,1
2097,1,0,0,1
2098,1,0,0,2
2099,0,1,1,3
2100,0,0,0,2
2101,1,0,0,4
2102,1,0,1,4
2103,1,1,0,1
2104,0,1,1,2
2105,0,0,0,2
2106,1,0,1,3
2107,1,0,0,2
2108,0,0,1,4
2109,0,0,0,3
2110,1,0,0,1
2111,1,0,0,1
2112,1,1,1,3
2113,0,0,0,2
2114,1,0,0,1
2115,0,0,1,3
2116,0,1,1,2
2117,1,0,0,2
2118,0,0,0,1
2119,0,0,0,2
2120,1,0,1,4
2121,1,0,1,4
2122,0,0,0,2
2123,0,0,0,2
2124,0,0,0,1
2125,1,0,0,1
2126,1,0,0,5
2127,1,1,1,2
2128,0,0,0,1
2129,0,0,1,4
2130,1,0,0,2
2131,0,0,0,1
2132,0,0,0,1
2133,1,0,0,1
2134,0,0,0,1
2135,0,0,0,1
2136,0,0,1,2
2137,0,0,0,2
2138,1,0,0,2
2139,1,0,1,4
2140,1,0,0,1
2141,1,0,0,2
2142,0,0,1,3
2143,0,0,0,2
2144,1,1,0,2
2145,1,0,0,2
2146,1,0,0,1
2147,0,0,1,2
2148,0,1,1,2
2149,0,0,1,4
2150,1,1,0,2
2151,0,0,0,2
2152,1,0,0,3
2153,0,0,1,3
2154,1,0,0,1
2155,0,0,0,1
2156,0,0,0,2
2157,0,0,1,1
2158,0,1,1,5
2159,0,0,0,1
2160,0,0,0,2
2161,1,0,0,1
2162,0,0,0,2
2163,0,0,0,3
2164,0,1,1,3
2165,0,0,0,2
2166,0,0,1,2
2167,0,0,0,1
2168,0,0,0,1
2169,0,0,1,3
2170,0,0,0,2
2171,1,0,1,4
2172,0,0,0,6
2173,1,0,0,2
2174,1,1,1,4
2175,1,0,1,4
2176,1,1,1,2
2177,0,0,0,5
2178,0,0,1,5
2179,0,0,0,1
2180,0,0,1,3
2181,0,0,0,1
2182,0,0,0,1
2183,0,0,1,3
2184,0,0,0,7
2185,1,1,1,6
2186,0,0,0,1
2187,1,0,0,5
2188,0,1,1,3
2189,0,0,0,2
2190,0,0,0,2
2191,0,0,0,1
2192,0,0,1,2
2193,1,0,0,2
2194,1,1,0,1
2195,1,0,0,1
2196,0,0,0,2
2197,1,0,0,1
2198,0,0,0,5
2199,0,0,0,3
2200,1,0,0,1
2201,1,0,0,3
2202,1,0,0,1
2203,0,0,0,6
2204,0,0,0,2
2205,0,0,1,2
2206,1,0,0,7
2207,0,0,0,2
2208,0,0,0,1
2209,0,0,0,1
2210,0,0,0,1
2211,0,0,0,3
2212,0,0,0,2
2213,1,0,0,2
2214,1,0,0,1
2215,1,0,0,1
2216,0,0,0,2
2217,0,0,1,2
2218,1,1,1,1
2219,1,0,1,3
2220,0,0,0,6
2221,1,1,0,7
2222,0,0,1,1
2223,1,0,0,1
2224,1,0,0,2
2225,1,0,0,2
2226,0,0,0,1
2227,0,0,0,3
2228,1,0,0,2
2229,1,0,0,4
2230,1,0,1,4
2231,1,0,0,1
2232,0,0,0,1
2233,0,0,0,1
2234,0,0,1,3
2235,0,0,1,4
2236,1,0,0,4
2237,1,0,0,3
2238,0,0,0,1
2239,0,0,0,2
2240,1,1,0,1
2241,1,0,1,3
2242,1,0,0,2
2243,0,0,0,2
2244,0,0,0,1
2245,1,0,0,3
2246,1,0,0,3
2247,0,0,0,1
2248,0,0,0,1
2249,1,0,1,3
2250,0,0,0,2
2251,1,0,1,4
2252,0,0,0,5
2253,0,0,0,1
2254,0,0,0,2
2255,0,1,1,1
2256,0,0,0,1
2257,0,0,0,2
2258,1,0,0,4
2259,0,0,0,6
2260,0,1,1,2
2261,1,1,1,3
2262,0,0,1,4
2263,1,0,0,1
2264,0,1,1,1
2265,1,0,0,3
2266,0,0,0,1
2267,0,1,1,1
2268,0,0,0,6
2269,0,0,1,6
2270,1,0,0,2
2271,1,0,0,2
2272,1,1,1,4
2273,0,1,1,4
2274,1,0,0,2
2275,0,0,0,1
2276,1,0,0,3
2277,0,0,1,5
2278,1,0,0,2
2279,1,0,0,2
2280,0,0,0,2
2281,1,0,1,4
2282,1,0,0,6
2283,0,0,0,5
2284,1,0,0,1
2285,0,0,1,4
2286,0,0,1,4
2287,1,0,1,4
2288,0,0,0,2
2289,1,0,1,4
2290,1,0,0,1
2291,1,0,0,3
2292,1,0,0,2
2293,0,0,1,4
2294,0,0,0,2
2295,1,0,1,4
2296,1,0,1,4
2297,0,0,1,4
2298,0,0,0,1
2299,0,1,1,2
2300,1,1,1,2
2301,0,1,1,2
2302,0,1,1,2
2303,0,0,0,3
2304,1,0,1,4
2305,1,0,1,4
2306,1,1,1,1
2307,0,0,0,6
2308,0,1,1,3
2309,0,0,0,1
2310,1,0,0,2
2311,0,1,1,1
2312,0,0,1,3
2313,0,0,1,4
2314,0,0,0,1
2315,1,0,0,2
2316,0,0,0,2
2317,0,1,1,2
2318,0,0,0,2
2319,0,0,0,2
2320,1,1,1,2
2321,0,0,0,2
2322,1,0,0,2
2323,1,0,1,3
2324,0,0,0,2
2325,0,1,1,1
2326,0,0,0,2
2327,0,0,1,3
2328,1,0,1,4
2329,0,1,1,3
2330,0,0,0,2
2331,0,0,1,2
2332,0,0,0,1
2333,0,0,0,1
2334,0,0,1,3
2335,0,0,0,1
2336,1,0,0,1
2337,0,0,0,1
2338,1,0,0,2
2339,0,0,0,1
2340,0,0,0,2
2341,0,0,0,2
2342,1,1,0,1
2343,0,0,0,2
2344,0,0,1,5
2345,0,0,0,2
2346,0,0,0,2
2347,1,0,0,3
2348,1,0,0,2
2349,0,0,0,1
2350,0,0,0,1
2351,1,1,0,1
2352,0,0,1,3
2353,1,1,1,4
2354,0,0,0,7
2355,0,1,1,7
2356,0,0,0,2
2357,1,1,1,2
2358,0,0,1,3
2359,1,0,0,1
2360,0,0,1,2
2361,0,0,0,3
2362,0,0,0,2
2363,0,0,0,2
2364,0,0,0,2
2365,1,1,1,2
2366,1,1,1,5
2367,0,0,1,2
2368,1,0,0,2
2369,0,0,0,2
2370,0,0,0,2
2371,0,0,0,5
2372,0,0,0,3
2373,1,0,0,2
2374,0,0,0,2
2375,0,0,0,2
2376,0,0,1,4
2377,0,0,0,3
2378,0,0,0,2
2379,0,0,1,4
2380,0,0,1,3
2381,0,0,0,2
2382,0,0,0,1
2383,0,0,0,3
2384,0,0,0,2
2385,0,0,0,2
2386,1,0,0,2
2387,0,1,1,3
2388,0,0,0,2
2389,1,1,0,7
2390,0,0,0,1
2391,1,0,0,3
2392,1,0,0,2
2393,1,0,0,1
2394,1,0,0,5
2395,1,0,0,2
2396,0,0,1,2
2397,1,0,0,1
2398,1,0,1,4
2399,1,1,0,1
2400,1,0,0,1
2401,0,0,0,7
2402,0,0,0,2
2403,0,0,1,2
2404,0,0,0,2
2405,0,0,0,3
2406,0,0,0,2
2407,0,1,1,3
2408,0,0,0,7
2409,1,1,1,4
2410,0,0,0,2
2411,1,0,0,3
2412,0,0,0,2
2413,0,0,0,1
2414,0,0,0,2
2415,0,0,0,1
2416,0,0,1,2
2417,0,0,0,2
2418,1,0,0,2
2419,0,0,0,2
2420,0,0,0,2
2421,1,0,0,2
2422,0,0,0,1
2423,0,0,0,2
2424,0,0,0,2
2425,0,0,1,3
2426,0,0,0,2
2427,0,0,0,2
2428,1,1,1,1
2429,0,0,0,2
2430,0,0,0,5
2431,0,0,0,2
2432,1,0,1,4
2433,0,0,0,2
2434,1,0,0,2
2435,0,0,1,4
2436,1,0,0,3
2437,0,0,0,2
2438,0,0,0,1
2439,0,0,0,2
2440,1,1,0,1
2441,0,1,1,1
2442,1,0,0,3
2443,0,1,1,1
2444,0,0,1,2
2445,0,0,0,2
2446,1,0,0,1
2447,0,0,0,2
2448,1,0,0,5
2449,1,0,0,5
2450,0,0,0,2
2451,0,0,0,2
2452,1,1,1,3
2453,0,0,0,1
2454,1,0,0,2
2455,1,0,0,1
2456,0,0,0,2
2457,0,0,1,4
2458,0,0,0,2
2459,0,0,0,1
2460,1,1,1,1
2461,0,0,0,7
2462,1,1,0,2
2463,1,0,0,7
2464,1,1,0,2
2465,1,1,1,2
2466,0,0,1,4
2467,1,0,0,3
2468,1,0,0,1
2469,1,0,0,1
2470,0,0,0,2
2471,0,0,0,1
2472,0,1,1,1
2473,0,0,0,2
2474,1,0,0,1
2475,0,0,0,1
2476,0,0,0,1
2477,0,1,1,2
2478,0,0,0,2
2479,0,0,0,2
2480,0,1,1,7
2481,0,0,1,5
2482,0,0,0,2
2483,1,0,0,1
2484,0,0,1,4
2485,0,0,0,1
2486,0,0,0,1
2487,0,0,1,3
2488,0,0,1,5
2489,1,1,1,2
2490,0,0,0,1
2491,1,1,1,2
2492,0,0,0,5
2493,1,0,0,5
2494,0,0,0,2
2495,0,0,0,2
2496,0,0,1,1
2497,1,0,1,4
2498,0,0,1,2
2499,0,0,0,1
2500,0,0,0,1
2501,0,0,0,2
2502,1,0,0,1
2503,0,0,0,1
2504,1,0,0,3
2505,0,0,1,5
2506,0,0,0,1
2507,0,0,0,1
2508,0,0,1,3
2509,0,0,0,2
2510,1,0,1,4
2511,0,0,0,1
2512,0,0,1,1
2513,1,0,0,2
2514,1,0,0,2
2515,0,0,1,3
2516,0,0,1,4
2517,0,0,1,3
2518,1,0,0,3
2519,0,0,0,2
2520,0,0,0,1
2521,0,0,0,2
2522,1,0,0,2
2523,1,1,1,3
2524,0,0,1,4
2525,0,0,0,1
2526,0,0,0,2
2527,0,0,0,7
2528,1,0,0,3
2529,0,0,1,3
2530,1,1,1,2
2531,1,0,0,3
2532,0,0,1,3
2533,1,0,1,3
2534,0,0,0,2
2535,0,0,1,3
2536,0,0,0,1
2537,1,0,1,3
2538,0,0,0,1
2539,0,0,1,5
2540,1,0,1,3
2541,1,0,0,1
2542,1,0,0,1
2543,1,0,0,2
2544,1,0,0,2
2545,0,0,0,2
2546,0,0,0,1
2547,0,0,1,3
2548,0,0,0,1
2549,1,0,0,2
2550,1,0,0,1
2551,0,0,0,1
2552,1,1,1,3
2553,0,0,0,2
2554,0,0,0,2
2555,0,0,0,5
2556,0,1,1,2
2557,0,0,0,1
2558,1,0,1,4
2559,0,0,0,2
2560,0,0,0,2
2561,0,0,0,1
2562,0,0,0,2
2563,0,0,0,3
2564,1,0,0,2
2565,1,0,0,1
2566,1,1,1,3
2567,0,0,0,5
2568,1,0,0,2
2569,1,0,0,2
2570,1,0,0,1
2571,0,0,1,3
2572,0,0,0,1
2573,0,0,1,4
2574,1,1,1,3
2575,0,1,1,2
2576,0,1,1,4
2577,0,0,0,2
2578,0,0,0,1
2579,0,0,1,1
2580,0,1,1,2
2581,0,0,0,1
2582,1,0,0,1
2583,0,0,0,1
2584,1,0,0,1
2585,1,1,1,5
2586,1,0,0,5
2587,1,0,0,3
2588,0,0,0,2
2589,0,0,1,3
2590,0,0,1,5
2591,0,0,1,2
2592,1,0,0,5
2593,1,0,1,4
2594,0,0,0,5
2595,1,0,0,3
2596,1,0,0,2
2597,1,0,0,1
2598,1,0,0,1
2599,1,0,0,7
2600,1,0,0,6
2601,0,0,0,1
2602,0,0,0,2
2603,1,0,0,2
2604,0,0,0,1
2605,0,0,0,1
2606,0,0,0,3
2607,1,0,0,2
2608,1,1,1,4
2609,1,1,1,2
2610,0,1,1,4
2611,1,0,0,6
2612,0,0,0,3
2613,0,0,0,1
2614,0,0,0,3
2615,1,0,0,5
2616,0,0,0,1
2617,1,0,0,2
2618,0,0,0,1
2619,0,0,0,2
2620,1,0,0,2
2621,0,0,1,4
2622,1,0,0,1
2623,1,1,1,2
2624,0,1,1,4
2625,0,0,0,2
2626,1,0,0,2
2627,1,0,0,2
2628,0,1,1,4
2629,0,0,0,2
2630,0,0,1,3
